"species","season","population","longitude","latitude"
"HETH","Breeding","InteriorWest",-112.18,36.6
"HETH","Breeding","InteriorWest",-112.18,36.6
"HETH","Breeding","InteriorWest",-112.18,36.6
"HETH","Breeding","InteriorWest",-112.18,36.6
"HETH","Breeding","InteriorWest",-109.86,32.65
"HETH","Breeding","InteriorWest",-109.88,32.67
"HETH","Breeding","InteriorWest",-109.88,32.67
"HETH","Breeding","InteriorWest",-109.88,32.67
"HETH","Breeding","InteriorWest",-111.6,35.34
"HETH","Breeding","InteriorWest",-111.3367,31.57528
"HETH","Breeding","InteriorWest",-111.3367,31.57528
"HETH","Breeding","InteriorWest",-111.3367,31.57528
"HETH","Breeding","InteriorWest",-116.059722,43.605833
"HETH","Breeding","InteriorWest",-116.059722,43.605833
"HETH","Breeding","InteriorWest",-116.059722,43.605833
"HETH","Breeding","InteriorWest",-116.059722,43.605833
"HETH","Breeding","InteriorWest",-106.42,35.84
"HETH","Breeding","InteriorWest",-106.42,35.84
"HETH","Breeding","InteriorWest",-116.72,37.00636
"HETH","Breeding","InteriorWest",-116.72,37.00636
"HETH","Breeding","InteriorWest",-116.72,37.00636
"HETH","Breeding","InteriorWest",-117.948889,45.837222
"HETH","Breeding","InteriorWest",-117.948889,45.837222
"HETH","Breeding","InteriorWest",-112.75,37.53
"HETH","Breeding","InteriorWest",-112.75,37.53
"HETH","Breeding","InteriorWest",-112.75,37.53
"HETH","Breeding","InteriorWest",-112.75,37.53
"HETH","Breeding","InteriorWest",-112.75,37.53
"HETH","Breeding","PacificCentral",-119.837,50.87059
"HETH","Breeding","PacificCentral",-119.816,50.86644
"HETH","Breeding","PacificCentral",-116.801,51.06597
"HETH","Breeding","PacificCentral",-116.797,51.0737
"HETH","Breeding","PacificCentral",-116.803,51.06466
"HETH","Breeding","PacificCentral",-116.795,51.06257
"HETH","Breeding","PacificCentral",-116.799,51.07444
"HETH","Breeding","PacificCentral",-116.802,51.05603
"HETH","Breeding","PacificCentral",-116.806,51.05729
"HETH","Breeding","PacificCentral",-116.808,51.05825
"HETH","Breeding","PacificCentral",-116.808,51.05825
"HETH","Breeding","PacificCentral",-116.798,51.07441
"HETH","Breeding","PacificCentral",-116.805,51.07506
"HETH","Breeding","PacificCentral",-123.167,50.17944
"HETH","Breeding","PacificCentral",-123.149,50.14903
"HETH","Breeding","PacificCentral",-123.162,50.16168
"HETH","Breeding","PacificCentral",-123.16,50.15918
"HETH","Breeding","PacificNorth",-149.99628,63.51428
"HETH","Breeding","PacificNorth",-150.084,63.49818
"HETH","Breeding","PacificNorth",-135.366277,57.133109
"HETH","Breeding","PacificNorth",-135.317,57.04776
"HETH","Breeding","PacificNorth",-135.324,57.02775
"HETH","Breeding","PacificNorth",-135.324,57.02775
"HETH","Breeding","PacificNorth",-149.368,63.72995
"HETH","Breeding","PacificNorth",-149.372,63.73674
"HETH","Breeding","PacificNorth",-134.55,58.416667
"HETH","Breeding","PacificNorth",-134.55,58.416667
"HETH","Breeding","PacificNorth",-134.55,58.416667
"HETH","Breeding","PacificNorth",-134.55,58.416667
"HETH","Breeding","PacificNorth",-134.55,58.416667
"HETH","Breeding","PacificNorth",-134.538935,58.423262
"HETH","Breeding","PacificNorth",-134.55,58.42
"HETH","Breeding","PacificNorth",-135.222072,57.782399
"HETH","Breeding","PacificNorth",-135.222072,57.782399
"HETH","Breeding","PacificNorth",-135.222072,57.782399
"HETH","Breeding","PacificNorth",-135.222072,57.782399
"HETH","Breeding","PacificNorth",-157.283333,57.183333
"HETH","Breeding","PacificNorth",-157.283333,57.183333
"HETH","Breeding","PacificNorth",-157.283333,57.183333
"HETH","Breeding","PacificNorth",-157.283333,57.183333
"HETH","Breeding","PacificNorth",-157.263889,57.180556
"HETH","Breeding","PacificNorth",-139.736408,59.54453
"HETH","Breeding","PacificNorth",-139.736408,59.54453
"HETH","Breeding","PacificNorth",-139.736408,59.54453
"HETH","Breeding","PacificNorth",-129.127,54.44169
"HETH","Breeding","PacificNorth",-129.125,54.43888
"HETH","Breeding","PacificNorth",-129.14,54.44389
"HETH","Breeding","PacificNorth",-129.15,54.45944
"HETH","Breeding","PacificNorth",-129.127239,54.43898341
"HETH","Breeding","PacificNorth",-129.1442037,54.44556631
"HETH","Breeding","PacificNorth",-129.133,54.45253
"HETH","Breeding","PacificNorth",-129.133,54.45253
"HETH","Breeding","PacificNorth",-132.156,53.31685
"HETH","Breeding","PacificNorth",-132.169,53.33397
"HETH","Breeding","PacificNorth",-131.692,53.11055
"HETH","Breeding","PacificNorth",-131.72,53.12518
"HETH","Breeding","PacificNorth",-131.707,53.12507
"HETH","Breeding","PacificNorth",-131.707,53.12507
"HETH","Breeding","PacificNorth",-131.736,53.12219
"HETH","Breeding","PacificNorth",-131.736,53.12219
"HETH","Breeding","PacificNorth",-131.736,53.12219
"HETH","Breeding","PacificNorth",-131.736,53.12219
"HETH","Breeding","PacificNorth",-127.792,55.40694
"HETH","Breeding","PacificNorth",-127.796,55.38956
"HETH","Breeding","PacificNorth",-127.806,55.38564
"HETH","Breeding","PacificNorth",-127.812,55.38732
"HETH","Breeding","PacificNorth",-127.831,55.39529
"HETH","Breeding","PacificNorth",-127.831,55.39529
"HETH","Breeding","PacificNorth",-127.799,55.38795
"HETH","Breeding","PacificNorth",-127.776,55.41157
"HETH","Breeding","PacificNorth",-127.802,55.41165
"HETH","Breeding","PacificNorth",-127.794,55.40826
"HETH","Breeding","PacificNorth",-130.324,54.28155
"HETH","Breeding","PacificNorth",-130.332,54.28016
"HETH","Breeding","PacificNorth",-130.332,54.28016
"HETH","Breeding","PacificNorth",-130.334,54.28076
"HETH","Breeding","PacificNorth",-130.334,54.28076
"HETH","Breeding","PacificNorth",-130.344,54.27536
"HETH","Breeding","PacificNorth",-130.337,54.27953
"HETH","Breeding","PacificNorth",-130.337,54.27953
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.225,37.18074
"HETH","Breeding","PacificSouth",-122.207,37.16646
"HETH","Breeding","PacificSouth",-122.207,37.16646
"HETH","Breeding","PacificSouth",-122.207,37.16646
"HETH","Breeding","PacificSouth",-122.207,37.16646
"HETH","Breeding","PacificSouth",-122.207,37.16646
"HETH","Breeding","PacificSouth",-122.207,37.16646
"HETH","Breeding","PacificSouth",-122.20749,37.166457
"HETH","Breeding","PacificSouth",-122.20749,37.166457
"HETH","Breeding","PacificSouth",-122.20749,37.166457
"HETH","Breeding","PacificSouth",-122.207,37.16646
"HETH","Breeding","PacificSouth",-122.20749,37.166457
"HETH","Breeding","PacificSouth",-122.74,37.93056
"HETH","Breeding","PacificSouth",-122.824,38.03748
"HETH","Breeding","PacificSouth",-122.824,38.03748
"HETH","Breeding","PacificSouth",-122.727446,37.933518
"HETH","Breeding","PacificSouth",-123.485278,40.956667
"HETH","Breeding","PacificSouth",-123.485278,40.956667
"HETH","Breeding","PacificSouth",-123.4853,40.95667
"HETH","Breeding","PacificSouth",-123.4853,40.95667
"HETH","Breeding","InteriorWest",-119.8036,37.75556
"HETH","Breeding","InteriorWest",-119.8036,37.75556
"HETH","Breeding","PacificSouth",-123.605278,41.259722
"HETH","Breeding","PacificSouth",-123.6028,41.26278
"HETH","Breeding","PacificSouth",-123.6028,41.26278
"HETH","Breeding","PacificSouth",-123.48,42.49028
"HETH","Breeding","PacificSouth",-123.48,42.49028
"HETH","Breeding","PacificSouth",-120.7106,42.52
"HETH","Breeding","PacificSouth",-120.7106,42.52
"HETH","Breeding","PacificSouth",-119.75972,37.76611
"HETH","Breeding","InteriorWest",-119.80418,37.75447
"HETH","Breeding","InteriorWest",-119.76,37.76611
"HETH","Breeding","InteriorWest",-120.925,46.961667
"HETH","Breeding","PacificSouth",-121.0525,46.80556
"HETH","Breeding","PacificCentral",-121.0525,46.80556
"WIFL","Wintering","INW",-77.61,-1.07
"WIFL","Wintering","EST",-77.812,-0.9664
"WIFL","Wintering","EST",-76.279,-0.4331
"WIFL","Wintering","INW",-76.37,-0.5
"WIFL","Wintering","EST",-76.279,-0.4331
"WIFL","Wintering","EST",-77.61,-1.07
"WIFL","Wintering","EST",-77.812,-0.9664
"WIFL","Wintering","EST",-76.285,-0.4233
"WIFL","Wintering","EST",-77.812,-0.9664
"WIFL","Wintering","EST",-77.61,-1.07
"WIFL","Wintering","EST",-77.61,-1.07
"WIFL","Wintering","EST",-77.61,-1.07
"WIFL","Wintering","EST",-77.61,-1.07
"WIFL","Wintering","INW",-76.279,-0.4331
"WIFL","Wintering","EST",-76.993,-0.4555
"WIFL","Wintering","EST",-76.993,-0.4555
"WIFL","Wintering","EST",-77.61,-1.07
"WIFL","Wintering","EST",-77.813,-0.9957
"WIFL","Wintering","EST",-76.37,-0.5
"WIFL","Wintering","EST",-76.37,-0.5
"WIFL","Wintering","EST",-76.313,-0.4759
"WIFL","Wintering","INW",-76.993,-0.4555
"WIFL","Wintering","EST",-77.221,-0.836
"WIFL","Wintering","EST",-76.46,-0.47
"WIFL","Wintering","EST",-76.313,-0.4759
"WIFL","Wintering","EST",-76.37,-0.5
"WIFL","Wintering","INW",-76.279,-0.4331
"WIFL","Wintering","INW",-77.61,-1.07
"WIFL","Wintering","EST",-76.313,-0.4759
"WIFL","Wintering","EST",-77.813,-0.9957
"WIFL","Wintering","INW",-77.813,-0.9957
"WIFL","Wintering","EST",-77.616,-1.0859
"WIFL","Wintering","EST",-77.616,-1.0859
"WIFL","Wintering","EST",-76.37,-0.5
"WIFL","Wintering","EST",-77.221,-0.836
"WIFL","Wintering","EST",-76.993,-0.4555
"WIFL","Wintering","EST",-76.993,-0.4555
"WIFL","Wintering","EST",-76.993,-0.4555
"WIFL","Wintering","EST",-76.993,-0.4555
"WIFL","Wintering","EST",-77.813,-0.9957
"WIFL","Wintering","EST",-76.313,-0.4759
"WIFL","Wintering","EST",-76.313,-0.4759
"WIFL","Wintering","EST",-76.313,-0.4759
"WIFL","Wintering","EST",-76.313,-0.4759
"WIFL","Wintering","INW",-80.541,7.8867
"WIFL","Wintering","INW",-80.541,7.8867
"WIFL","Wintering","INW",-81.867,8.1732
"WIFL","Wintering","INW",-81.867,8.1732
"WIFL","Wintering","INW",-79.376,9.0705
"WIFL","Wintering","INW",-77.723,8.1057
"WIFL","Wintering","INW",-77.723,8.1057
"WIFL","Wintering","INW",-79.376,9.0705
"WIFL","Wintering","INW",-80.376,7.4488
"WIFL","Wintering","INW",-80.541,7.8867
"WIFL","Wintering","INW",-80.541,7.8867
"WIFL","Wintering","INW",-80.541,7.8867
"WIFL","Wintering","EST",-80.541,7.8867
"WIFL","Wintering","INW",-80.541,7.8867
"WIFL","Wintering","INW",-80.541,7.8867
"WIFL","Wintering","INW",-77.723,8.1057
"WIFL","Wintering","INW",-77.723,8.1057
"WIFL","Wintering","INW",-77.723,8.1057
"WIFL","Wintering","PNW",-92.42,14.7226
"WIFL","Wintering","PNW",-92.42,14.7226
"WIFL","Wintering","PNW",-92.42,14.7226
"WIFL","Wintering","PNW",-92.42,14.7226
"WIFL","Wintering","PNW",-92.42,14.7226
"WIFL","Wintering","PNW",-92.42,14.7226
"WIFL","Wintering","PNW",-93.381,15.7034
"WIFL","Wintering","PNW",-96.05,15.7925
"WIFL","Wintering","PNW",-96.05,15.7925
"WIFL","Wintering","PNW",-96.05,15.7925
"WIFL","Wintering","PNW",-96.05,15.7925
"WIFL","Wintering","PNW",-96.049,15.7928
"WIFL","Wintering","PNW",-96.049,15.7928
"WIFL","Wintering","PNW",-96.049,15.7928
"WIFL","Wintering","PNW",-97.002,15.8084
"WIFL","Wintering","PNW",-93.71,15.8895
"WIFL","Wintering","PNW",-93.71,15.8895
"WIFL","Wintering","PNW",-93.71,15.8895
"WIFL","Wintering","PNW",-93.71,15.8895
"WIFL","Wintering","PNW",-93.71,15.8895
"WIFL","Wintering","PNW",-93.71,15.8895
"WIFL","Wintering","PNW",-93.71,15.8895
"WIFL","Wintering","PNW",-96.656,16.64
"WIFL","Wintering","PNW",-96.656,16.64
"WIFL","Wintering","PNW",-96.656,16.64
"WIFL","Wintering","PNW",-96.656,16.64
"WIFL","Wintering","PNW",-94.505,16.3003
"WIFL","Wintering","PNW",-98.413,16.4704
"WIFL","Wintering","PNW",-98.413,16.4704
"WIFL","Wintering","PNW",-98.413,16.4704
"WIFL","Wintering","PNW",-98.409,16.4999
"WIFL","Wintering","PNW",-98.408,16.5
"WIFL","Wintering","PNW",-98.408,16.5
"WIFL","Wintering","PNW",-98.408,16.5
"WIFL","Wintering","PNW",-98.826,16.5825
"WIFL","Wintering","PNW",-98.826,16.5825
"WIFL","Wintering","PNW",-98.826,16.5835
"WIFL","Wintering","PNW",-99.6,16.7208
"WIFL","Wintering","PNW",-99.6,16.7208
"WIFL","Wintering","PNW",-99.6,16.7208
"WIFL","Wintering","PNW",-99.6,16.7208
"WIFL","Wintering","PNW",-99.6,16.7208
"WIFL","Wintering","PNW",-100.61,17.175
"WIFL","Wintering","PNW",-100.61,17.175
"WIFL","Wintering","PNW",-101.64,17.69
"WIFL","Wintering","PNW",-101.64,17.69
"WIFL","Wintering","PNW",-101.64,17.69
"WIFL","Wintering","PNW",-102.37,18.0177
"WIFL","Wintering","INW",-104.56,19.1562
"WIFL","Wintering","PNW",-104.56,19.1562
"WIFL","Wintering","PNW",-104.56,19.1616
"WIFL","Wintering","PNW",-104.64,19.22
"WIFL","Wintering","PNW",-104.97,19.3976
"WIFL","Wintering","PNW",-104.97,19.3976
"WIFL","Wintering","PNW",-105.22,21.5257
"WIFL","Wintering","PNW",-105.22,21.5257
"WIFL","Wintering","PNW",-105.22,21.5277
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-105.55,22.3951
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.913,13.930099
"WIFL","Wintering","PNW",-90.442,13.94695
"WIFL","Wintering","PNW",-90.393,14.014981
"WIFL","Wintering","PNW",-90.393,14.014981
"WIFL","Wintering","INW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","PNW",-91.633,14.57433
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","PNW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","PNW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","PNW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-90.863,15.4247
"WIFL","Wintering","INW",-90.863,15.4247
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.104,15.246805
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","PNW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","PNW",-89.299,15.518396
"WIFL","Wintering","PNW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","PNW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","INW",-89.299,15.518396
"WIFL","Wintering","PNW",-88.243,13.3192
"WIFL","Wintering","PNW",-88.243,13.3192
"WIFL","Wintering","INW",-88.27,13.3262
"WIFL","Wintering","PNW",-88.27,13.3262
"WIFL","Wintering","PNW",-88.02,13.3323
"WIFL","Wintering","PNW",-88.719,13.3413
"WIFL","Wintering","PNW",-88.719,13.3413
"WIFL","Wintering","PNW",-88.719,13.3413
"WIFL","Wintering","PNW",-88.719,13.3413
"WIFL","Wintering","PNW",-88.719,13.3413
"WIFL","Wintering","PNW",-88.719,13.3413
"WIFL","Wintering","PNW",-88.16,13.368
"WIFL","Wintering","PNW",-89.943,13.692
"WIFL","Wintering","EST",-89.943,13.692
"WIFL","Wintering","PNW",-89.943,13.692
"WIFL","Wintering","PNW",-89.943,13.692
"WIFL","Wintering","INW",-89.943,13.692
"WIFL","Wintering","PNW",-89.943,13.692
"WIFL","Wintering","INW",-83.294,8.5155
"WIFL","Wintering","INW",-83.294,8.5155
"WIFL","Wintering","EST",-83.294,8.5155
"WIFL","Wintering","INW",-82.958,8.562
"WIFL","Wintering","INW",-82.958,8.562
"WIFL","Wintering","EST",-82.958,8.562
"WIFL","Wintering","INW",-82.958,8.562
"WIFL","Wintering","SSW",-85.266,9.759
"WIFL","Wintering","INW",-85.266,9.759
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","PNW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","PNW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","PNW",-85.43054,12.085834
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","SSW",-87.49636,12.887293
"WIFL","Wintering","INW",-87.49636,12.887293
"WIFL","Wintering","SSW",-87.1575,12.798346
"WIFL","Wintering","PNW",-87.497,12.887084
"WIFL","Wintering","INW",-87.497,12.887084
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","SSW",-85.43054,12.085834
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","SSW",-87.1575,12.798346
"WIFL","Wintering","INW",-87.1575,12.798346
"WIFL","Wintering","SSW",-87.497,12.887084
"WIFL","Wintering","SSW",-87.497,12.887084
"WIFL","Wintering","SSW",-85.43054,12.085834
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","PNW",-87.49636,12.887293
"WIFL","Wintering","PNW",-87.49636,12.887293
"WIFL","Wintering","PNW",-87.4932,12.955452
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","INW",-85.43054,12.085834
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-84.899,10.0693
"WIFL","Wintering","INW",-85.166,10.291
"WIFL","Wintering","INW",-85.166,10.291
"WIFL","Wintering","INW",-85.166,10.291
"WIFL","Wintering","INW",-85.65,10.329
"WIFL","Wintering","SSW",-85.65,10.329
"WIFL","Wintering","INW",-85.65,10.329
"WIFL","Wintering","INW",-85.65,10.329
"WIFL","Wintering","INW",-85.65,10.329
"WIFL","Wintering","INW",-85.65,10.329
"WIFL","Wintering","PNW",-85.42,10.3552
"WIFL","Wintering","PNW",-85.42,10.3552
"WIFL","Wintering","PNW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","PNW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","PNW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","SSW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-85.42,10.3552
"WIFL","Wintering","INW",-80.372,7.4475
"WIFL","Wintering","EST",-80.372,7.4475
"WIFL","Wintering","INW",-80.372,7.4475
"WIFL","Wintering","EST",-80.372,7.4475
"WIFL","Wintering","INW",-80.372,7.4475
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","Alaska",-105.08,19.53
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","SouthWest",-105.08,19.53
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","MidWest",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","MidWest",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","MidWest",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","MidWest",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","East",-71.77,8.58
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","PNW",-105.08,19.53
"YEWA","Wintering","PNW",-109.68,23.05
"YEWA","Wintering","PNW",-109.68,23.05
"YEWA","Wintering","Alaska",-96.65,15.95
"YEWA","Wintering","PNW",-96.65,15.95
"YEWA","Wintering","PNW",-96.75,17.08
"YEWA","Wintering","PNW",-96.65,15.95
"YEWA","Wintering","PNW",-96.65,15.95
"YEWA","Wintering","PNW",-96.65,15.95
"YEWA","Wintering","PNW",-96.65,15.95
"YEWA","Wintering","SouthWest",-90.4,20.87
"YEWA","Wintering","SouthWest",-90.4,20.87
"YEWA","Wintering","SouthWest",-90.4,20.87
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","MidWest",-95.17,18.5
"YEWA","Wintering","MidWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","Alaska",-95.17,18.5
"YEWA","Wintering","MidWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","Alaska",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
"YEWA","Wintering","SouthWest",-95.17,18.5
